step,type,amount,nameOrig,oldbalanceOrg,nameDest,oldbalanceDest,isFraud,isFlaggedFraud
12,PAYMENT,5374.3,C1453519628,0.0,M361214147,0.0,0,0
13,CASH_IN,36934.71,C1730281274,6265236.18,C602488150,1256850.21,0,0
17,CASH_IN,186521.01,C753991641,21911.0,C2092641320,21042.0,0,0
251,CASH_OUT,173275.06,C831829448,69641.0,C410013566,1140301.14,0,0
153,CASH_IN,35045.04,C1096007208,4412738.61,C1171397754,3915971.58,0,0
395,CASH_IN,161491.75,C1367945862,8953029.49,C610972378,1540041.01,0,0
322,CASH_OUT,389944.57,C1847681209,0.0,C1930697109,8614768.04,0,0
369,PAYMENT,39638.51,C396075381,0.0,M60843688,0.0,0,0
140,CASH_IN,376090.36,C1813409120,2155882.61,C473764838,3435464.12,0,0
254,CASH_IN,79220.11,C668005745,860444.6,C1884899447,356925.39,0,0
182,CASH_OUT,37817.28,C965825802,0.0,C1700994845,137457.22,0,0
327,PAYMENT,29337.49,C1887798658,0.0,M1477165057,0.0,0,0
322,PAYMENT,33433.36,C1795228840,0.0,M1403891932,0.0,0,0
274,CASH_IN,85218.19,C646397140,265987.81,C1114202997,1412367.05,0,0
522,PAYMENT,1003.57,C1898536637,367419.73,M302108344,0.0,0,0
619,CASH_OUT,108943.02,C961445643,0.0,C271908933,6696429.57,0,0
380,CASH_OUT,304722.55,C889623825,11003.0,C512366727,0.0,0,0
228,TRANSFER,784519.05,C1144072745,0.0,C678402480,802696.36,0,0
351,CASH_IN,278250.74,C334181103,9291548.04,C1017494599,1510705.19,0,0
37,CASH_OUT,164230.71,C623428436,30483.0,C353156774,3546565.08,0,0
43,CASH_OUT,147974.39,C694304030,0.0,C954225330,6733241.44,0,0
201,CASH_OUT,171687.21,C742759823,0.0,C406485621,310427.1,0,0
590,CASH_IN,73458.71,C995721340,93299.0,C441879267,388022.03,0,0
260,CASH_OUT,188385.18,C1480547360,0.0,C366228659,497918.41,0,0
299,PAYMENT,28393.11,C1963781299,82097.0,M616521043,0.0,0,0
395,TRANSFER,249448.67,C933489428,0.0,C1862277286,2424037.77,0,0
260,CASH_OUT,154616.21,C1880382913,0.0,C1105228132,3132802.94,0,0
514,CASH_OUT,220670.7,C1252148290,99223.31,C363287945,2395558.48,0,0
234,CASH_OUT,135609.22,C561004461,21826.0,C921071139,971794.0,0,0
356,CASH_OUT,51060.34,C1273493928,298643.93,C70015052,1408916.94,0,0
211,CASH_OUT,101916.64,C1809641829,5534.26,C2053240874,1764920.98,0,0
185,CASH_IN,320517.53,C133580891,8095825.98,C1657546909,1378805.15,0,0
236,CASH_OUT,214682.79,C251387518,13545.0,C1266084404,0.0,0,0
378,TRANSFER,744869.44,C1106948365,0.0,C477333807,1332198.48,0,0
1,PAYMENT,4453.49,C1753542873,36992.0,M1240230559,0.0,0,0
281,PAYMENT,10092.21,C1894895717,0.0,M98489505,0.0,0,0
159,CASH_OUT,139706.7,C883431955,60410.0,C1601738348,4790815.57,0,0
188,CASH_OUT,49306.14,C1572372991,0.0,C221632586,4029494.39,0,0
262,PAYMENT,9678.45,C412468592,4630.0,M878438150,0.0,0,0
252,CASH_OUT,150582.6,C1056833915,120513.55,C1469344383,423314.12,0,0
275,TRANSFER,643901.03,C1665873581,10129.0,C503075829,77968.12,0,0
405,CASH_OUT,64374.28,C597140820,0.0,C1176928062,1008131.17,0,0
333,TRANSFER,420748.89,C1349814658,30412.0,C1495937665,1295229.68,0,0
310,CASH_OUT,132854.69,C1628550713,0.0,C970662815,310203.2,0,0
139,CASH_OUT,38386.1,C1301260930,66691.0,C1398240226,1892606.38,0,0
20,DEBIT,2811.58,C456878926,0.0,C886264127,207456.2,0,0
321,PAYMENT,12235.68,C114123443,50838.0,M2139993632,0.0,0,0
393,PAYMENT,34371.71,C2073421087,186231.71,M1143308169,0.0,0,0
202,TRANSFER,331668.88,C1649216583,30864.0,C530152245,40622.93,0,0
132,CASH_OUT,236941.88,C154903516,11569.0,C2106904872,197129.8,0,0
153,PAYMENT,37863.14,C1064896908,11419.37,M2138726674,0.0,0,0
393,CASH_IN,245883.08,C1714001902,2073922.41,C225421064,260509.64,0,0
211,CASH_OUT,233129.92,C1453497288,0.0,C141960951,1815182.34,0,0
299,CASH_IN,210912.39,C1644697402,100698.0,C974611616,0.0,0,0
234,CASH_IN,37794.96,C40840817,8416051.31,C1705929636,5016644.85,0,0
177,PAYMENT,20211.1,C1965559209,9593.0,M544533631,0.0,0,0
348,CASH_IN,127965.31,C787856316,3968535.06,C1265147478,3497977.93,0,0
159,CASH_OUT,260580.66,C347398645,0.0,C846781454,1606227.72,0,0
130,CASH_OUT,526105.01,C350698576,0.0,C1686766678,711846.64,0,0
182,CASH_OUT,41901.44,C142313713,0.0,C1789425526,296545.44,0,0
33,PAYMENT,3284.46,C1801341586,1031.0,M1029832048,0.0,0,0
306,CASH_OUT,338965.55,C602999932,158712.0,C1320082695,138904.71,0,0
163,CASH_OUT,39614.72,C197517603,2262.0,C533027198,276874.0,0,0
351,CASH_OUT,470523.73,C151663055,0.0,C1636394330,1339354.03,0,0
252,CASH_OUT,451637.57,C657934041,310323.0,C1104655530,388068.3,0,0
137,PAYMENT,19432.4,C1372049100,227669.11,M1948378659,0.0,0,0
188,CASH_OUT,125922.31,C1928683753,0.0,C1996936162,1199054.32,0,0
133,CASH_OUT,166136.25,C469075942,0.0,C7551339,5294747.18,0,0
420,PAYMENT,38549.55,C171363790,0.0,M1690145013,0.0,0,0
310,PAYMENT,14199.8,C1904818953,10021.0,M118713885,0.0,0,0
352,PAYMENT,17218.04,C158961449,0.0,M388507617,0.0,0,0
274,CASH_OUT,97210.49,C877017195,0.0,C735308511,649144.56,0,0
400,CASH_OUT,407101.39,C2099342042,0.0,C629628650,7019551.57,0,0
15,PAYMENT,26551.38,C95239729,0.0,M2038020130,0.0,0,0
17,CASH_IN,96799.44,C1888348696,2824769.4,C1891311768,257608.0,0,0
300,CASH_IN,549059.74,C569136763,2112.57,C1872196255,14015624.72,0,0
232,CASH_IN,201533.04,C1007778233,2175.0,C994906768,0.0,0,0
13,CASH_IN,290531.54,C717276008,4559829.91,C493424930,742192.42,0,0
273,CASH_OUT,218095.71,C29085385,0.0,C1135174233,6051244.46,0,0
256,CASH_OUT,42249.45,C1951025045,142722.0,C634191081,282797.57,0,0
22,CASH_IN,46607.2,C1185696431,6598959.62,C1101481055,2579096.85,0,0
621,CASH_OUT,150685.66,C436571289,509590.0,C1409280387,704319.87,0,0
370,CASH_IN,88722.63,C1247043755,1209211.73,C794425215,1360347.15,0,0
402,PAYMENT,5938.85,C548190297,268398.0,M809426715,0.0,0,0
305,CASH_IN,13254.68,C151585020,5634.0,C2033599170,0.0,0,0
327,PAYMENT,57618.78,C1828272559,290999.0,M1597121664,0.0,0,0
278,TRANSFER,11385.21,C1495246659,1125.0,C1980250605,1287786.1,0,0
2,PAYMENT,4944.69,C1924563758,17321.94,M944826636,0.0,0,0
130,CASH_OUT,298461.89,C2021979054,0.0,C1651924497,8122407.58,0,0
594,CASH_OUT,438189.5,C1059414470,0.0,C258078561,1024328.55,0,0
350,CASH_IN,47639.33,C2005897644,3450504.96,C1849883317,51634.01,0,0
19,PAYMENT,2240.95,C1868648370,40311.0,M1977741117,0.0,0,0
353,CASH_OUT,40853.91,C794881963,108821.0,C1462467842,2487246.89,0,0
299,CASH_OUT,90799.87,C851880138,107945.0,C1355893390,327188.73,0,0
203,CASH_OUT,69673.97,C1268591935,69.0,C2111484149,0.0,0,0
204,CASH_OUT,753.4,C556304771,124887.0,C446083396,1327331.67,0,0
552,CASH_IN,139648.92,C1254580808,8830061.36,C1208211726,361420.8,0,0
207,TRANSFER,37010.36,C2106341299,0.0,C817496892,43109.83,0,0
132,PAYMENT,25038.7,C1318950762,26294.0,M494838170,0.0,0,0
181,PAYMENT,27101.25,C333785918,0.0,M1517006050,0.0,0,0
348,CASH_OUT,254278.46,C1627679307,102342.0,C180518290,0.0,0,0
186,PAYMENT,22697.07,C1764680964,127306.0,M1743779925,0.0,0,0
355,PAYMENT,20247.2,C1130259956,123701.5,M895674026,0.0,0,0
307,CASH_IN,180688.6,C911921180,4803038.21,C70267368,1494500.59,0,0
369,PAYMENT,12192.81,C704580106,87912.96,M1048750350,0.0,0,0
44,CASH_IN,337755.28,C919045557,2372176.66,C2108548686,832296.77,0,0
40,PAYMENT,1394.14,C1793042379,233025.58,M325628254,0.0,0,0
278,PAYMENT,35052.06,C610636090,0.0,M292163783,0.0,0,0
251,CASH_OUT,94816.89,C569088552,0.0,C752195045,728821.93,0,0
178,CASH_OUT,212439.61,C2047440157,164363.0,C1372359826,530301.78,0,0
288,PAYMENT,55039.77,C1441686548,86441.0,M499643891,0.0,0,0
188,PAYMENT,1713.52,C1111176900,0.0,M746698207,0.0,0,0
260,CASH_OUT,69561.81,C924385497,0.0,C1209543811,2681506.64,0,0
187,PAYMENT,3112.96,C1313347193,197855.17,M1220452880,0.0,0,0
396,CASH_OUT,198464.8,C1304070059,0.0,C1233232124,2278506.3,0,0
33,CASH_OUT,217872.23,C1604507006,90141.0,C1093116042,0.0,0,0
131,TRANSFER,217567.37,C505104571,119.0,C474568428,535037.35,0,0
259,CASH_OUT,147838.56,C2065861591,49696.0,C221316788,0.0,0,0
255,CASH_OUT,226571.34,C472819114,381139.0,C1915311118,383127.15,0,0
585,PAYMENT,8817.04,C1109812638,50810.0,M900035933,0.0,0,0
275,CASH_IN,115576.87,C1504347156,1543699.69,C473190518,565015.28,0,0
10,PAYMENT,6403.5,C1781872012,25594.0,M1184762815,0.0,0,0
13,CASH_IN,117413.68,C870615087,6412894.13,C2041281014,8698583.66,0,0
13,TRANSFER,582993.93,C1631994019,125098.0,C779918182,457001.21,0,0
16,PAYMENT,7437.83,C2140967236,79868.22,M2073691498,0.0,0,0
204,PAYMENT,3649.98,C1916956247,706741.0,M1643003016,0.0,0,0
19,CASH_IN,477682.37,C1908690259,4348876.73,C2122491387,2623485.34,0,0
400,CASH_OUT,142017.24,C931229409,0.0,C2036210786,148954.78,0,0
134,PAYMENT,70789.73,C1515603323,100559.0,M338068335,0.0,0,0
254,CASH_OUT,177156.66,C94480620,0.0,C196702015,341782.0,0,0
354,CASH_IN,44907.44,C559574902,14747841.71,C369052697,312713.62,0,0
255,CASH_OUT,141311.6,C2019613861,0.0,C1883799173,151084.95,0,0
371,CASH_OUT,140962.11,C1460825792,100424.0,C798221301,0.0,0,0
401,CASH_OUT,206607.67,C1924165075,0.0,C349605160,3502041.78,0,0
231,PAYMENT,349.46,C1772738866,46449.91,M1461395107,0.0,0,0
302,PAYMENT,32894.79,C1536099609,5673.0,M1834947799,0.0,0,0
276,PAYMENT,2824.12,C891648464,42834.93,M1951473577,0.0,0,0
281,PAYMENT,7986.59,C272028796,16191.0,M887018840,0.0,0,0
284,PAYMENT,11244.57,C1603827760,0.0,M1464925012,0.0,0,0
372,CASH_OUT,41643.5,C1810627627,25482.0,C1503279690,0.0,0,0
44,CASH_IN,104737.11,C1209910544,2708.0,C1536623159,0.0,0,0
158,CASH_OUT,302107.21,C934827780,0.0,C187032852,1355100.69,0,0
202,CASH_OUT,258867.02,C1357233074,0.0,C1805306089,1862604.5,0,0
307,CASH_OUT,131335.56,C171835489,0.0,C863220444,616790.41,0,0
282,TRANSFER,164000.33,C797056072,249547.64,C493503648,7961640.39,0,0
471,PAYMENT,3259.45,C1496240940,0.0,M1883035977,0.0,0,0
185,CASH_OUT,366255.34,C969676436,0.0,C1266013760,2409502.13,0,0
428,PAYMENT,4200.66,C510636532,12078.0,M1912208099,0.0,0,0
45,PAYMENT,2274.37,C1769086121,41132.0,M1198359232,0.0,0,0
205,PAYMENT,3128.63,C1974728671,239.0,M1598835345,0.0,0,0
302,PAYMENT,21283.25,C1001685488,113285.0,M24905618,0.0,0,0
181,CASH_IN,299901.69,C248991098,0.0,C223721751,2787020.0,0,0
492,CASH_IN,716821.63,C1395247014,1588.0,C2102629783,1109790.96,0,0
9,PAYMENT,8922.25,C1056516786,168479.0,M1611470785,0.0,0,0
45,CASH_IN,510376.09,C820099355,6214641.88,C2006081398,21402449.67,0,0
374,CASH_IN,40357.32,C2124772355,577470.0,C951178953,0.0,0,0
228,PAYMENT,43358.45,C288822863,0.0,M1049781463,0.0,0,0
354,PAYMENT,11189.04,C536083489,361413.73,M2036266866,0.0,0,0
44,PAYMENT,411.47,C1906958843,38231.3,M1703132758,0.0,0,0
395,CASH_IN,421077.54,C1517626598,29440.0,C1387366670,874661.14,0,0
41,CASH_OUT,231452.79,C336434364,0.0,C890646374,917718.84,0,0
304,CASH_IN,225189.39,C2134716458,14045643.65,C1678829010,243033.32,0,0
302,CASH_OUT,117600.18,C834592549,0.0,C1935949044,375040.44,0,0
229,PAYMENT,4902.63,C429459251,0.0,M310654208,0.0,0,0
187,CASH_OUT,275399.99,C1860287960,19853.0,C1820804488,363492.56,0,0
9,CASH_OUT,325934.52,C288180020,0.0,C1793928293,30315.0,0,0
321,CASH_OUT,159861.13,C131465057,0.0,C830035251,553867.33,0,0
327,CASH_IN,553004.76,C1678851194,3228842.99,C322571887,1960805.09,0,0
131,TRANSFER,92088.63,C88681893,0.0,C1361061446,2494162.91,0,0
141,CASH_IN,39260.55,C1819485027,405744.0,C334044607,115487.2,0,0
43,CASH_IN,125890.83,C1898273488,19871.0,C1761052743,5201378.19,0,0
370,DEBIT,8834.76,C1663965579,137.0,C1691512844,34283.0,0,0
354,CASH_OUT,79970.72,C1746464524,0.0,C1495876523,117833.01,0,0
137,PAYMENT,10357.21,C313730252,0.0,M1556227463,0.0,0,0
132,CASH_OUT,490537.68,C1006483911,0.0,C981595020,504093.86,0,0
46,CASH_IN,265882.17,C301456159,7684972.94,C184213819,739285.4,0,0
612,TRANSFER,822495.97,C1432813856,0.0,C1058702116,2475018.34,0,0
47,CASH_IN,169386.51,C1827315170,1018094.68,C930183259,3065120.3,0,0
187,CASH_OUT,249319.1,C1111710429,0.0,C823167814,986168.87,0,0
182,PAYMENT,316.53,C1966303887,29324.28,M1823756737,0.0,0,0
12,CASH_IN,300876.38,C348565128,61541.0,C90753319,0.0,0,0
376,CASH_OUT,161492.98,C1665836614,34052.0,C989099174,327784.64,0,0
43,PAYMENT,46499.26,C34731094,44053.46,M895696638,0.0,0,0
373,CASH_OUT,199694.54,C1770667254,0.0,C403532226,1811642.11,0,0
375,PAYMENT,4764.02,C1273140435,233405.0,M1956817229,0.0,0,0
398,PAYMENT,18423.89,C1005122410,0.0,M1555948326,0.0,0,0
304,PAYMENT,2973.95,C729986827,8160.41,M57083320,0.0,0,0
379,PAYMENT,19218.12,C843283738,0.0,M269330954,0.0,0,0
43,CASH_IN,85268.34,C630078837,29956.0,C2131097093,0.0,0,0
286,CASH_OUT,75166.61,C785436625,0.0,C1566081912,1670277.87,0,0
38,CASH_OUT,157198.02,C462497271,0.0,C1083925658,872850.14,0,0
333,CASH_IN,63076.01,C953744741,5684984.93,C2008824259,550651.62,0,0
400,CASH_OUT,317911.86,C1171663142,2142.0,C2065338203,0.0,0,0
131,PAYMENT,16636.39,C430397640,80826.0,M1369260063,0.0,0,0
138,CASH_IN,14732.52,C1224157586,17479396.7,C936026316,175364.33,0,0
258,CASH_OUT,129966.65,C672205460,0.0,C2010547624,2781926.47,0,0
377,PAYMENT,7874.71,C1292678538,0.0,M935745246,0.0,0,0
227,CASH_OUT,253570.29,C15272170,1466.0,C1978507873,521632.95,0,0
181,CASH_IN,2837.9,C676220984,52346.0,C478442921,487861.97,0,0
156,CASH_OUT,412303.29,C1929959859,0.0,C1075190617,2434884.68,0,0
254,CASH_OUT,57884.38,C1368612235,440304.0,C2042299295,0.0,0,0
381,PAYMENT,11168.06,C941231226,49825.0,M47128756,0.0,0,0
158,CASH_OUT,391141.52,C332863373,0.0,C1610446163,3328138.05,0,0
260,CASH_OUT,7705.21,C1404105768,119748.0,C1619749380,0.0,0,0
403,CASH_OUT,9050.04,C485484066,35325.0,C1886400593,421719.24,0,0
301,CASH_OUT,224052.53,C931406803,97625.0,C1487957907,0.0,0,0
16,CASH_IN,270179.15,C788952825,301563.0,C356712978,793283.6,0,0
228,CASH_IN,2658.27,C1334652125,18958932.82,C1521558457,3957923.4,0,0
236,PAYMENT,3161.52,C650113080,945.0,M1035175035,0.0,0,0
36,CASH_OUT,96568.48,C185721411,356060.0,C1842862943,1048162.72,0,0
395,CASH_OUT,177825.47,C1633777261,0.0,C966733151,5529111.49,0,0
257,CASH_OUT,262271.38,C1837559851,154571.0,C1677256635,0.0,0,0
264,PAYMENT,7040.73,C129949496,203145.44,M1210687345,0.0,0,0
11,CASH_OUT,212015.32,C1317721053,80846.0,C171497818,118762.9,0,0
205,CASH_OUT,113809.14,C1954200731,714871.0,C357407333,0.0,0,0
214,CASH_OUT,353032.33,C1721703596,0.0,C437482228,739619.17,0,0
398,TRANSFER,837868.45,C90743773,0.0,C1240386675,5296015.56,0,0
20,CASH_IN,224222.44,C1616587826,2118857.68,C506348867,424642.71,0,0
162,CASH_OUT,137795.56,C896504667,183252.0,C608347146,914462.17,0,0
297,CASH_IN,210170.75,C802608876,640361.99,C1069379571,4980878.45,0,0
306,CASH_OUT,67847.99,C2060931883,0.0,C1356848330,352281.3,0,0
259,PAYMENT,18.18,C514436250,0.0,M1938970576,0.0,0,0
354,CASH_OUT,230792.89,C1268914429,77201.0,C959641198,0.0,0,0
370,PAYMENT,11647.61,C1665767160,0.0,M2068728683,0.0,0,0
207,CASH_OUT,175237.74,C2013572117,66600.0,C2042475145,138682.75,0,0
232,PAYMENT,21014.92,C391641075,0.0,M960006996,0.0,0,0
35,CASH_OUT,6054.88,C482603684,0.0,C1471519610,935943.84,0,0
201,CASH_OUT,92752.66,C2060492870,30171.65,C1008913184,2582852.07,0,0
168,TRANSFER,324435.79,C2066974855,206434.0,C1938741493,2182621.51,0,0
254,CASH_OUT,243068.95,C458155237,41946.0,C349560316,108173.38,0,0
371,PAYMENT,23919.51,C1221621125,0.0,M858615498,0.0,0,0
333,PAYMENT,6648.96,C95818473,0.0,M801571639,0.0,0,0
327,CASH_OUT,547055.18,C1246718244,0.0,C28392797,1048166.69,0,0
347,TRANSFER,77059.42,C1322590388,0.0,C1422929266,464793.57,0,0
396,CASH_OUT,238156.29,C127161910,52273.0,C28392797,2052624.22,0,0
203,PAYMENT,22965.21,C2809364,4539.0,M1631729716,0.0,0,0
598,CASH_OUT,30178.06,C1029787307,23655.22,C635425715,329873.17,0,0
378,DEBIT,9802.86,C1154471895,0.0,C35984404,1904243.45,0,0
300,CASH_OUT,74244.09,C2100258021,54288.0,C1295741835,25327.68,0,0
275,PAYMENT,13358.53,C1826367867,0.0,M485753892,0.0,0,0
235,CASH_OUT,19837.2,C183265295,49727.0,C499955066,34366.65,0,0
203,PAYMENT,7971.82,C59089443,851305.0,M1224862939,0.0,0,0
253,PAYMENT,8385.51,C1627201654,11033.0,M810589448,0.0,0,0
43,CASH_IN,120371.07,C1355280779,9764441.38,C943495532,199269.68,0,0
19,TRANSFER,557253.29,C45003902,0.0,C472316404,1852363.68,0,0
546,PAYMENT,31643.8,C763873256,23099.0,M52685079,0.0,0,0
396,PAYMENT,30054.8,C1404768073,0.0,M1194984753,0.0,0,0
372,CASH_OUT,308624.96,C1660544361,31113.0,C272412400,111503.84,0,0
401,CASH_OUT,231764.93,C89486636,0.0,C291169834,1054126.95,0,0
278,PAYMENT,10197.12,C1998981351,37185.0,M1651316598,0.0,0,0
332,CASH_IN,131849.98,C749753694,31300.0,C2100596947,0.0,0,0
11,CASH_OUT,374892.77,C1443659823,2558.18,C771878336,572712.48,0,0
42,CASH_OUT,48052.99,C406734067,0.0,C1198230991,1964034.32,0,0
358,PAYMENT,28434.01,C2073376433,677.0,M1676256942,0.0,0,0
10,CASH_OUT,741774.33,C479935866,5367.0,C487219656,240584.0,0,0
249,PAYMENT,19468.73,C1998248867,4458.39,M1175307148,0.0,0,0
332,PAYMENT,3032.11,C1775144451,374335.0,M1462315622,0.0,0,0
189,CASH_OUT,28430.54,C1447592915,0.0,C1595924524,472320.84,0,0
8,CASH_OUT,57454.1,C1316684257,0.0,C1678035039,349628.44,0,0
573,PAYMENT,3906.81,C1024164510,0.0,M764725613,0.0,0,0
396,PAYMENT,67112.2,C1362963806,0.0,M415546693,0.0,0,0
300,CASH_OUT,162015.51,C1398754181,0.0,C692875865,192878.32,0,0
542,PAYMENT,48102.46,C411931495,308.59,M570845588,0.0,0,0
178,PAYMENT,17031.35,C1744836941,2128.0,M951820886,0.0,0,0
36,CASH_OUT,456599.19,C1457031221,0.0,C1474400478,1941557.75,0,0
283,CASH_IN,290842.26,C1432383542,6271180.94,C1488215381,593797.14,0,0
378,CASH_IN,337801.94,C106411108,6833499.56,C1434173630,1208049.88,0,0
16,TRANSFER,1192272.51,C764138223,0.0,C1186254299,3830593.25,0,0
281,TRANSFER,174298.34,C163535822,0.0,C647066517,1160724.47,0,0
378,CASH_IN,169155.85,C1384264614,7721743.04,C853956326,314559.13,0,0
514,PAYMENT,3033.98,C1600820489,24773.0,M307466373,0.0,0,0
355,CASH_OUT,116286.5,C63333765,19871.0,C576394665,1018136.02,0,0
349,PAYMENT,55240.17,C1023969224,118338.0,M1705872878,0.0,0,0
17,CASH_IN,171770.01,C244671774,16275216.98,C480589766,511226.9,0,0
40,CASH_OUT,166633.44,C1769914716,0.0,C110594723,282138.88,0,0
43,CASH_OUT,160906.07,C1661153318,902793.0,C1414712347,0.0,0,0
22,CASH_IN,273304.87,C852593874,3739.0,C887201061,0.0,0,0
331,CASH_OUT,20986.97,C1274312814,79391.0,C1161505802,333488.3,0,0
